0,158,4
0,362,5
1,34,2
1,35,6
1,260,8
1,344,5
2,108,1
2,168,13
2,197,8
2,250,7
2,305,13
2,359,1
2,504,1
3,525,6
4,21,10
4,293,6
4,433,1
5,520,1
6,300,6
6,396,6
6,419,3
7,9,1
8,9,13
8,20,1
8,181,3
8,349,5
9,87,2
9,166,1
9,349,3
9,355,12
9,412,8
9,491,2
10,302,1
11,41,4
11,75,4
11,168,1
11,250,3
11,297,2
11,471,6
12,406,2
13,528,2
14,33,6
14,421,23
15,16,87
15,314,1
17,455,1
17,467,7
18,37,8
18,344,1
19,61,3
20,181,1
20,508,4
21,268,2
22,255,8
22,360,2
23,57,1
23,205,2
24,179,8
24,499,3
25,31,1
26,27,39
26,289,2
26,362,8
26,369,1
27,50,11
27,221,23
27,253,1
28,193,1
29,315,1
29,435,48
30,328,2
32,33,15
32,319,1
33,319,58
34,35,60
34,344,1
35,55,2
35,129,4
35,211,8
35,260,11
36,408,1
37,56,4
37,464,3
38,141,1
38,168,3
38,191,1
38,216,3
38,217,2
38,299,1
38,334,3
38,363,1
38,382,1
38,457,1
38,485,2
39,358,5
40,222,1
40,336,1
40,350,2
41,168,1
41,471,3
42,311,2
42,408,13
43,266,1
44,352,2
44,527,4
45,66,1
45,67,1
45,155,1
46,188,1
47,354,4
48,517,7
49,234,1
49,333,3
50,99,3
50,113,3
50,141,3
50,195,1
50,199,4
50,221,7
51,422,1
52,420,1
53,54,1
55,78,1
55,332,6
56,168,2
57,416,1
58,89,5
58,152,2
59,505,2
60,195,1
60,271,1
62,167,1
63,80,14
63,317,10
63,471,1
64,187,6
64,234,1
64,273,9
64,337,1
64,357,1
64,406,5
64,439,1
64,465,1
65,247,4
66,67,64
66,261,16
66,336,4
68,194,1
68,279,3
68,403,7
68,450,1
68,474,3
69,341,4
69,401,1
70,118,6
71,130,7
71,194,1
71,391,10
71,422,2
71,448,16
72,83,9
72,143,1
72,332,3
72,412,3
72,512,9
73,105,1
73,241,2
73,409,8
74,301,9
74,351,7
75,135,2
75,168,1
75,250,2
75,392,3
75,504,3
76,214,1
77,266,14
78,143,1
78,211,12
78,332,1
79,91,4
79,133,2
79,237,6
80,317,15
80,398,1
80,471,3
81,168,2
82,101,7
82,522,5
83,195,1
83,224,6
83,323,14
84,270,2
84,302,4
84,477,8
85,232,1
86,272,1
88,330,4
88,440,15
90,532,2
91,94,3
91,133,3
91,235,1
92,228,8
93,211,6
94,133,4
95,378,3
96,158,3
96,518,2
97,322,4
97,415,2
98,207,6
98,344,3
98,529,1
99,176,1
99,219,3
99,505,9
100,426,2
101,102,29
101,454,3
101,458,1
102,321,6
103,386,9
103,471,1
104,170,2
104,532,7
105,134,1
106,353,1
107,225,6
107,325,1
108,219,2
108,399,33
109,110,14
110,134,1
110,429,2
111,349,20
112,262,2
112,318,7
113,241,2
114,292,25
114,482,1
115,430,6
116,254,1
116,452,1
117,372,1
117,510,4
118,296,1
118,482,12
119,368,1
120,389,1
121,397,1
122,222,1
123,222,2
124,125,3
124,513,2
125,202,18
125,344,1
126,304,7
127,211,7
127,289,9
128,533,1
129,158,2
130,391,1
130,448,14
131,195,2
131,328,8
131,400,6
131,441,2
132,172,4
132,493,8
134,195,1
134,409,20
134,521,1
136,201,3
136,478,2
136,482,5
137,138,1
137,146,3
137,344,3
137,459,2
137,530,8
138,344,4
138,415,4
138,439,2
139,328,2
139,480,1
140,159,9
140,259,16
140,318,1
141,221,3
142,182,2
142,472,1
143,146,1
143,195,3
143,211,2
143,248,1
143,269,4
143,289,9
143,476,2
144,535,1
145,154,2
147,216,2
147,334,1
148,280,2
149,171,9
150,316,1
151,500,4
152,258,1
153,489,8
155,398,2
156,307,9
157,329,2
157,399,14
157,475,11
157,503,18
158,303,1
158,318,2
158,348,20
158,442,2
159,259,18
159,340,8
160,503,1
161,287,6
162,308,5
163,487,1
164,180,5
164,195,1
164,289,1
165,277,12
165,510,1
167,256,2
167,263,4
167,271,2
167,326,1
168,195,7
168,197,4
168,220,1
168,234,19
168,250,2
168,253,1
168,270,3
168,276,10
168,422,1
168,471,1
168,504,1
169,333,5
171,244,16
171,310,5
171,368,2
171,407,7
172,310,2
173,534,1
174,423,2
174,452,8
174,518,5
175,334,1
175,460,1
176,219,14
177,260,1
178,293,1
178,377,1
180,453,4
180,460,3
180,501,4
181,321,1
181,508,1
183,295,1
183,493,1
184,373,16
184,388,3
185,265,2
185,365,2
185,467,2
186,445,1
187,273,15
187,402,4
187,406,4
187,465,2
188,393,2
188,534,3
189,240,18
189,532,1
190,400,12
191,299,2
191,321,2
192,324,12
194,203,2
194,249,7
194,287,1
194,391,1
194,507,2
195,224,4
195,234,6
195,248,2
195,269,2
195,289,4
195,323,1
195,390,1
195,422,1
195,438,4
196,225,1
196,381,2
196,481,2
