0,158
0,362
1,34
1,35
1,260
1,344
2,168
2,197
2,250
2,305
2,359
2,504
3,525
4,21
4,293
5,520
6,300
6,396
6,419
8,9
8,20
8,181
8,349
9,7
9,8
9,87
9,166
9,355
9,412
9,491
10,302
11,41
11,250
11,297
11,471
12,406
13,528
14,33
14,421
15,16
15,314
16,15
17,467
18,37
18,344
19,61
20,508
21,4
21,268
22,255
22,360
24,179
24,499
26,27
26,289
26,362
26,369
27,26
27,50
27,221
27,253
28,193
29,435
30,328
31,25
32,33
33,32
33,319
34,1
34,35
35,1
35,34
35,55
35,129
35,260
37,18
37,56
37,464
38,191
38,216
38,217
38,299
38,334
38,363
38,382
38,457
38,485
39,358
41,11
41,471
42,311
43,266
44,527
47,354
48,517
49,333
50,27
50,99
50,141
50,195
50,199
50,221
52,420
53,54
55,35
55,78
55,332
56,37
57,23
58,89
58,152
60,195
60,271
61,19
63,80
63,317
64,187
64,234
64,273
64,337
64,357
64,406
64,439
64,465
65,247
66,45
66,67
66,261
66,336
67,45
67,66
68,279
68,403
68,474
69,341
69,401
70,118
71,130
71,391
71,422
71,448
72,83
72,143
72,332
72,412
72,512
73,241
73,409
74,301
74,351
75,11
75,250
75,392
76,214
77,266
78,211
78,332
79,91
79,133
79,237
80,63
80,317
80,398
80,471
82,101
82,522
83,72
83,224
83,323
84,270
84,302
84,477
87,9
88,330
88,440
89,58
91,79
91,94
91,133
91,235
92,228
93,211
94,133
95,378
96,158
96,518
97,322
97,415
98,207
98,344
98,529
99,50
99,176
99,219
99,505
100,426
101,82
101,102
101,458
102,101
102,321
103,386
103,471
104,170
104,532
105,73
107,225
108,2
108,219
108,399
109,110
110,109
110,134
110,429
111,349
112,262
112,318
113,50
113,241
114,292
114,482
115,430
116,254
117,372
117,510
118,70
118,482
123,222
124,125
124,513
125,124
125,202
126,304
127,211
127,289
128,533
129,35
129,158
130,71
130,448
131,328
131,400
131,441
132,493
133,91
133,94
134,105
134,409
134,521
135,75
136,201
136,478
136,482
137,138
137,146
137,344
137,530
138,439
139,480
140,159
140,259
141,38
141,50
141,221
143,78
143,146
143,211
143,248
143,269
143,289
145,154
146,137
147,216
149,171
151,500
152,58
152,258
153,489
154,145
155,45
156,307
157,399
157,475
157,503
158,0
158,348
158,442
159,140
159,340
160,503
161,287
162,308
164,289
165,277
167,62
167,256
167,263
167,271
168,2
168,11
168,38
168,41
168,56
168,75
168,81
168,195
168,197
168,220
168,234
168,250
168,253
168,270
168,276
168,422
168,471
168,504
169,333
171,149
171,244
171,310
171,368
171,407
172,132
172,310
174,423
174,452
174,518
175,334
176,219
177,260
178,293
179,24
180,164
180,453
180,460
180,501
181,8
181,20
181,321
181,508
182,142
184,373
184,388
185,265
185,365
185,467
187,64
187,273
187,402
187,406
187,465
188,46
188,393
188,534
189,240
190,400
191,299
192,324
194,68
194,71
194,203
194,249
194,287
194,391
194,507
195,83
195,131
195,134
195,143
195,164
195,168
195,224
195,234
195,248
195,269
195,289
195,323
195,390
195,438
197,2
197,168
197,299
197,305
198,199
198,200
198,291
199,50
199,198
199,200
199,207
199,367
199,429
200,198
200,199
200,384
201,136
202,125
202,217
203,194
203,287
203,414
204,312
204,361
205,23
205,243
205,364
206,434
207,98
207,199
207,334
207,344
208,322
209,313
209,410
211,35
211,127
212,409
212,506
213,248
214,285
215,235
216,38
218,271
218,313
219,99
219,108
219,176
220,221
221,27
221,50
221,141
221,220
222,40
222,122
222,123
222,350
224,83
225,107
225,196
226,236
228,92
228,371
229,392
231,232
232,85
232,231
233,283
234,49
234,168
234,195
234,285
234,417
235,215
235,306
236,226
237,79
239,278
239,478
240,189
240,498
241,113
242,428
243,205
244,171
245,274
245,411
245,413
247,65
247,356
248,269
248,289
248,502
249,194
250,2
250,11
250,469
251,286
252,444
255,22
255,366
255,475
255,522
257,466
258,379
259,140
259,159
259,318
260,1
260,35
261,66
261,367
262,112
262,399
263,167
263,256
263,376
264,351
265,185
266,77
266,353
266,481
268,220
268,374
268,409
269,248
269,289
271,218
272,86
273,64
273,187
273,337
274,245
274,413
275,496
276,168
276,297
277,165
278,239
278,478
279,68
279,403
279,450
280,148
280,341
280,358
281,479
282,434
284,383
284,391
284,519
285,214
285,417
286,449
287,161
287,203
288,331
289,127
289,143
289,195
289,211
289,248
289,323
289,466
290,315
291,198
291,199
291,384
292,114
292,344
292,478
292,482
293,4
295,183
295,462
296,118
296,451
300,6
300,396
301,74
301,351
302,84
303,158
303,348
304,126
304,451
305,2
305,197
305,469
305,517
306,235
307,156
308,162
309,514
310,171
310,172
310,368
312,204
313,209
313,325
313,410
315,29
315,290
315,524
316,150
316,437
317,63
317,80
318,112
318,140
318,158
318,259
319,32
319,33
321,102
321,191
322,97
322,208
322,529
323,83
323,289
324,192
325,107
325,313
326,167
327,404
327,514
328,30
328,131
328,139
328,200
328,294
328,483
329,157
329,399
330,88
330,440
332,476
333,49
333,169
334,38
334,147
334,344
334,378
334,429
336,40
336,66
336,222
336,447
336,495
338,361
339,349
340,159
340,395
341,69
342,315
344,1
344,34
344,98
344,125
344,137
344,138
344,207
344,292
344,296
344,334
344,478
347,478
347,521
348,158
348,210
348,303
348,442
349,8
349,9
349,111
349,339
349,427
350,40
351,74
351,301
352,44
352,490
353,106
353,266
354,47
355,9
355,369
356,247
357,406
358,39
359,432
361,338
362,0
362,26
362,219
363,292
364,205
365,185
366,463
367,199
367,261
368,119
368,171
368,310
369,355
371,228
371,491
373,184
373,421
376,263
377,178
377,431
378,95
378,334
380,370
381,196
381,481
382,255
382,267
383,284
384,200
384,291
385,532
386,103
388,373
389,120
389,523
391,71
391,130
391,284
391,448
394,446
395,340
396,6
396,300
397,121
398,155
398,320
399,108
399,157
399,262
399,503
400,131
400,190
400,441
402,187
403,68
403,279
403,474
404,327
405,395
406,64
406,187
406,357
406,465
408,36
408,42
409,73
409,134
409,212
409,268
409,449
410,209
410,313
411,245
412,9
412,72
413,245
413,274
413,411
414,203
415,97
415,138
415,511
416,57
416,285
417,214
418,298
419,6
421,14
422,51
422,195
422,486
423,452
424,271
424,352
425,246
425,343
426,100
427,349
428,242
429,110
429,199
429,497
430,115
432,359
433,4
434,206
434,282
435,29
436,455
438,195
439,138
440,88
440,330
441,131
441,400
442,158
442,204
442,348
443,477
444,335
445,186
445,494
446,394
447,336
448,71
448,130
449,409
450,68
450,279
450,403
451,227
451,296
452,116
452,174
453,180
454,101
455,17
455,436
456,475
459,137
460,175
460,180
460,324
460,346
461,491
462,295
462,479
464,37
465,406
466,257
466,289
467,17
467,185
468,209
469,250
469,305
470,531
471,11
471,63
472,142
473,472
474,68
474,403
475,157
475,234
475,255
475,443
475,456
475,477
475,492
476,143
476,332
477,84
477,270
477,443
478,239
478,278
478,292
479,265
479,281
481,196
481,225
481,381
482,118
482,136
482,292
484,432
485,494
486,422
487,163
487,230
488,223
489,153
490,352
491,371
493,132
493,183
493,295
494,445
494,485
495,336
495,534
497,289
497,429
498,240
499,24
500,151
500,253
501,180
502,248
503,157
503,399
504,75
504,220
505,59
505,99
505,276
508,20
509,387
510,165
511,415
512,72
512,332
514,327
515,238
516,387
517,48
517,305
518,96
518,174
519,284
521,347
522,82
522,334
523,389
524,315
525,3
526,375
527,44
527,324
527,352
528,13
530,137
530,459
532,90
532,104
532,189
534,173
534,188
534,345
535,144
535,271
