0,162,1
0,385,61
1,263,2
2,36,41
2,169,3
2,271,103
3,109,1
3,136,3
3,173,18
3,205,45
3,262,4
3,292,1
3,325,9
3,383,1
4,208,3
4,559,18
5,22,41
5,311,5
6,320,6
6,419,5
6,444,2
7,500,1
8,10,1
9,10,14
9,20,1
9,375,53
10,8,1
10,9,17
10,370,3
10,375,27
10,396,1
10,437,14
10,441,3
10,491,2
11,322,15
12,44,1
12,79,10
12,173,1
12,380,2
12,503,1
13,214,1
13,371,29
13,429,29
14,34,12
14,446,5
15,16,302
15,335,11
16,15,486
17,485,4
17,499,1
18,38,43
18,369,1
19,64,9
20,9,1
20,190,4
20,344,6
21,185,3
22,5,28
22,87,1
22,261,5
22,284,10
22,461,4
23,242,7
24,196,2
25,61,6
25,215,4
25,306,1
26,188,49
26,531,3
27,32,8
28,29,116
28,307,26
28,346,1
28,385,44
28,391,28
29,28,87
29,54,8
29,233,19
29,264,1
29,289,3
29,510,2
30,91,5
30,198,5
30,251,3
30,346,1
30,408,3
30,464,65
30,530,3
31,328,2
32,27,8
33,34,2
33,368,14
33,385,4
33,524,9
34,14,6
34,33,2
34,340,20
35,36,163
35,369,5
36,2,34
36,35,98
36,59,5
36,131,25
36,223,4
36,271,6
37,433,5
38,18,38
38,60,24
39,84,1
39,173,7
39,228,9
39,246,1
39,273,2
39,284,1
39,487,1
40,206,2
40,208,1
41,182,6
41,385,19
42,382,7
43,124,7
43,376,2
44,12,5
44,105,6
44,503,10
44,529,2
45,332,4
45,433,4
46,212,26
47,278,5
48,378,8
48,561,2
49,69,1
49,70,6
49,159,5
50,197,2
51,346,1
52,551,22
53,246,2
53,357,4
54,29,7
54,101,1
54,115,1
54,144,2
54,207,3
54,233,4
55,448,8
56,445,2
57,114,2
57,273,4
58,103,11
58,162,1
59,36,6
59,169,9
60,38,11
60,118,12
60,261,2
60,486,1
61,25,3
61,441,15
62,156,12
64,19,8
65,172,2
66,83,25
66,338,10
66,387,11
66,503,1
67,196,3
67,246,11
67,375,1
67,381,2
67,431,6
67,496,2
68,260,8
69,49,2
69,70,370
69,272,10
69,358,6
69,360,6
69,369,1
70,49,15
70,69,409
70,483,4
71,282,2
